date,version,lastUpdated,install,averagerating,ratingcount,trendingdaily,updateCount,weightedRating,downloadCount
2024-11-26,0.1.8,2024-11-24T23:42:01.95+00:00,19,5,3,0,153,4.403204729309272,62
2024-11-26,0.1.8,2024-11-24T23:42:01.95+00:00,19,5,3,0,153,4.403204729309272,62
2024-11-27,0.1.8,2024-11-24T23:42:01.95+00:00,19,5,3,0,153,4.403204729309272,63
2024-11-28,0.1.8,2024-11-24T23:42:01.95+00:00,19,5,3,0,153,4.403204729309272,63
2024-11-29,0.1.8,2024-11-24T23:42:01.95+00:00,19,5,3,0,153,4.403204729309272,63
2024-11-30,0.1.8,2024-11-24T23:42:01.95+00:00,19,5,3,0,154,4.403204729309272,63
2024-12-01,0.1.8,2024-11-24T23:42:01.95+00:00,19,5,3,0,154,4.403204729309272,63
2024-12-02,0.1.8,2024-11-24T23:42:01.95+00:00,19,5,3,0,154,4.403204729309272,63
2024-12-03,0.1.8,2024-11-24T23:42:01.95+00:00,19,5,3,0,154,4.403204729309272,63
2024-12-04,0.1.8,2024-11-24T23:42:01.95+00:00,20,5,3,0,155,4.403204729309272,63
2024-12-05,0.1.8,2024-11-24T23:42:01.95+00:00,20,5,3,0,155,4.403204729309272,63
2024-12-06,0.1.8,2024-11-24T23:42:01.95+00:00,20,5,3,0,155,4.403204729309272,64
